artist_name,specific_genre
mayday parade,neon pop punk
mayday parade,pop emo
mayday parade,pop punk
mayday parade,rock
deer tick,alternative country
deer tick,deep new americana
deer tick,indie folk
deer tick,modern folk rock
deer tick,new americana
deer tick,rhode island indie
deer tick,roots rock
deer tick,stomp and holler
september,dance pop
september,electropop
september,eurodance
september,europop
september,swedish electropop
september,swedish pop
pinback,alternative rock
pinback,indie pop
pinback,indie rock
britt nicole,ccm
britt nicole,cedm
britt nicole,christian alternative rock
britt nicole,christian music
britt nicole,christian pop
britt nicole,worship
metro station,electropowerpop
metro station,neon pop punk
metro station,pixie
metro station,pop punk
metro station,post-teen pop
the bird and the bee,indie pop
the bird and the bee,la indie
colbie caillat,dance pop
colbie caillat,neo mellow
colbie caillat,pop
colbie caillat,pop rock
colbie caillat,post-teen pop
colbie caillat,viral pop
blue foundation,dream pop
the-dream,dance pop
the-dream,hip hop
the-dream,hip pop
the-dream,pop r&b
the-dream,r&b
the-dream,southern hip hop
the-dream,trap
the-dream,urban contemporary
we the kings,neon pop punk
we the kings,piano rock
we the kings,pop punk
we the kings,pop rock
we the kings,post-teen pop
m.i.a.,dance pop
m.i.a.,escape room
m.i.a.,indietronica
m.i.a.,new rave
leona lewis,british soul
leona lewis,dance pop
leona lewis,europop
leona lewis,neo mellow
leona lewis,pop
leona lewis,post-teen pop
leona lewis,talent show
leona lewis,urban contemporary
peter bjorn and john,alternative dance
peter bjorn and john,baroque pop
peter bjorn and john,indie pop
peter bjorn and john,indie rock
peter bjorn and john,modern rock
peter bjorn and john,new rave
peter bjorn and john,swedish alternative rock
peter bjorn and john,swedish indie pop
the wombats,liverpool indie
the wombats,modern alternative rock
the wombats,modern rock
the wombats,rock
kalimba,latin
kalimba,latin arena pop
kalimba,latin pop
kalimba,mexican pop
glen hansard,irish rock
glen hansard,irish singer-songwriter
glen hansard,melancholia
timbaland,dance pop
timbaland,hip hop
timbaland,hip pop
timbaland,pop
timbaland,pop rap
timbaland,urban contemporary
jon mclaughlin,acoustic pop
jon mclaughlin,indiecoustica
jon mclaughlin,indy indie
jon mclaughlin,neo mellow
jon mclaughlin,piano rock
jon mclaughlin,pop rock
jon mclaughlin,viral pop
mims,pop rap
rich boy,alabama rap
rich boy,dirty south rap
rich boy,gangster rap
rich boy,pop rap
rich boy,rap
rich boy,southern hip hop
rich boy,trap
scouting for girls,dance pop
scouting for girls,modern rock
scouting for girls,pop rock
rihanna,barbadian pop
rihanna,dance pop
rihanna,pop
rihanna,pop rap
rihanna,urban contemporary
the tallest man on earth,indie folk
the tallest man on earth,stomp and holler
the tallest man on earth,swedish americana
the tallest man on earth,swedish singer-songwriter
rebel souljahz,jawaiian
rebel souljahz,pacific islands pop
ingrid michaelson,acoustic pop
ingrid michaelson,ectofolk
ingrid michaelson,indiecoustica
ingrid michaelson,lilith
ingrid michaelson,neo mellow
ingrid michaelson,pop
ingrid michaelson,pop rock
the cab,neon pop punk
the cab,pop punk
the cab,pop rock
the cab,post-teen pop
the cab,vegas indie
the cab,viral pop
paper lace,bubblegum pop
empire of the sun,alternative dance
empire of the sun,australian dance
empire of the sun,australian electropop
empire of the sun,dance rock
empire of the sun,electropop
empire of the sun,indietronica
empire of the sun,neo-synthpop
eric hutchinson,acoustic pop
eric hutchinson,indiecoustica
eric hutchinson,neo mellow
eric hutchinson,pop rock
webbie,baton rouge rap
webbie,crunk
webbie,deep southern trap
webbie,dirty south rap
webbie,gangster rap
webbie,pop rap
webbie,rap
webbie,southern hip hop
webbie,trap
francesca battistelli,ccm
francesca battistelli,christian alternative rock
francesca battistelli,christian music
francesca battistelli,worship
lady gaga,dance pop
lady gaga,pop
jazmine sullivan,alternative r&b
jazmine sullivan,dance pop
jazmine sullivan,hip pop
jazmine sullivan,neo soul
jazmine sullivan,pop
jazmine sullivan,pop r&b
jazmine sullivan,r&b
jazmine sullivan,urban contemporary
gym class heroes,dance pop
gym class heroes,pop rap
vampire weekend,baroque pop
vampire weekend,indie rock
vampire weekend,modern rock
deerhunter,alternative dance
deerhunter,alternative rock
deerhunter,art pop
deerhunter,atlanta indie
deerhunter,chillwave
deerhunter,dream pop
deerhunter,electronica
deerhunter,experimental rock
deerhunter,freak folk
deerhunter,garage psych
deerhunter,indie pop
deerhunter,indie rock
deerhunter,modern alternative rock
deerhunter,modern rock
deerhunter,neo-psychedelic
deerhunter,new rave
deerhunter,noise pop
deerhunter,noise rock
deerhunter,shoegaze
atmosphere,alternative hip hop
atmosphere,conscious hip hop
atmosphere,minnesota hip hop
atmosphere,pop rap
sia,australian dance
sia,australian pop
sia,pop
2 pistols,dirty south rap
2 pistols,pop rap
2 pistols,southern hip hop
2 pistols,trap
kaskade,edm
kaskade,electro house
kaskade,house
kaskade,pop
kaskade,pop dance
kaskade,progressive house
kaskade,vocal house
passion pit,alternative dance
passion pit,indie pop
passion pit,indie rock
passion pit,indietronica
passion pit,modern alternative rock
passion pit,modern rock
passion pit,pop rock
passion pit,shimmer pop
wiz khalifa,dance pop
wiz khalifa,hip hop
wiz khalifa,pittsburgh rap
wiz khalifa,pop rap
wiz khalifa,rap
wiz khalifa,southern hip hop
wiz khalifa,trap
hollywood undead,alternative metal
hollywood undead,modern rock
hollywood undead,nu metal
hollywood undead,pop rap
hollywood undead,rap metal
hollywood undead,rap rock
cut copy,alternative dance
cut copy,australian dance
cut copy,australian electropop
cut copy,chillwave
cut copy,dance-punk
cut copy,electronic rock
cut copy,electronica
cut copy,electropop
cut copy,filter house
cut copy,indietronica
cut copy,modern rock
cut copy,neo-synthpop
cut copy,new rave
cut copy,nu disco
cut copy,shimmer pop
peter bradley adams,acoustic pop
peter bradley adams,indie anthem-folk
peter bradley adams,indie folk
peter bradley adams,indiecoustica
peter bradley adams,neo mellow
peter bradley adams,new americana
peter bradley adams,stomp and holler
david cook,idol
david cook,neo mellow
david cook,pop rock
david cook,talent show
the ting tings,alternative dance
the ting tings,dance pop
the ting tings,dance-punk
the ting tings,electropop
the ting tings,new rave
will.i.am,dance pop
will.i.am,pop
will.i.am,pop rap
fleet foxes,folk
fleet foxes,indie folk
fleet foxes,indie pop
fleet foxes,indie rock
fleet foxes,seattle indie
fleet foxes,stomp and holler
shwayze,indie pop rap
shwayze,pop rap
katy perry,dance pop
katy perry,pop
katy perry,pop rap
katy perry,post-teen pop
the script,celtic rock
the script,dance pop
the script,neo mellow
the script,pop
the script,pop rock
the script,post-teen pop
"sergio vega ""el shaka""",banda
"sergio vega ""el shaka""",corrido
"sergio vega ""el shaka""",nuevo regional mexicano
"sergio vega ""el shaka""",regional mexican
bon iver,eau claire indie
bon iver,indie folk
bon iver,melancholia
the academy is...,emo
the academy is...,neon pop punk
the academy is...,pop emo
the academy is...,pop punk
the academy is...,screamo
demi lovato,dance pop
demi lovato,pop
demi lovato,post-teen pop
hellogoodbye,neon pop punk
hellogoodbye,pop punk
carolina liar,modern alternative rock
carolina liar,neo mellow
carolina liar,pop rock
danity kane,dance pop
danity kane,girl group
danity kane,hip pop
danity kane,post-teen pop
danity kane,r&b
danity kane,urban contemporary
kid cudi,hip hop
kid cudi,ohio hip hop
kid cudi,pop rap
kid cudi,rap
glee cast,glee club
glee cast,hollywood
glee cast,post-teen pop
florence + the machine,baroque pop
florence + the machine,pop
florence + the machine,uk alternative pop
ashley tisdale,dance pop
ashley tisdale,pop
ashley tisdale,post-teen pop
ashley tisdale,viral pop
edward sharpe & the magnetic zeros,double drumming
edward sharpe & the magnetic zeros,indie folk
edward sharpe & the magnetic zeros,indie pop
edward sharpe & the magnetic zeros,la indie
edward sharpe & the magnetic zeros,modern rock
edward sharpe & the magnetic zeros,stomp and holler
kolohe kai,jawaiian
kolohe kai,pacific islands pop
all time low,modern rock
all time low,pop punk
all time low,rock
twista,chicago rap
twista,dirty south rap
twista,gangster rap
twista,hip hop
twista,pop rap
twista,rap
twista,trap
twista,urban contemporary
twenty one pilots,modern rock
twenty one pilots,rock
phoenix,alternative dance
phoenix,indie rock
phoenix,modern rock
phoenix,new rave
phoenix,pop rock
phoenix,rock independant francais
bibio,ambient folk
bibio,chillwave
bibio,downtempo
bibio,electronica
bibio,folktronica
bibio,indie soul
calvin harris,dance pop
calvin harris,edm
calvin harris,electro house
calvin harris,house
calvin harris,pop
calvin harris,pop rap
calvin harris,progressive house
calvin harris,uk dance
fever ray,alternative dance
fever ray,art pop
fever ray,electronica
fever ray,electropop
fever ray,new rave
fever ray,swedish electropop
fever ray,swedish synth
fever ray,swedish synthpop
a rocket to the moon,alternative pop rock
a rocket to the moon,neon pop punk
a rocket to the moon,pixie
a rocket to the moon,pop emo
a rocket to the moon,pop punk
a rocket to the moon,post-teen pop
keri hilson,dance pop
keri hilson,hip pop
keri hilson,neo soul
keri hilson,pop
keri hilson,pop r&b
keri hilson,post-teen pop
keri hilson,r&b
keri hilson,urban contemporary
parachute,acoustic pop
parachute,charlottesville indie
parachute,indiecoustica
parachute,neo mellow
parachute,pop
parachute,pop rock
parachute,post-teen pop
parachute,viral pop
the xx,downtempo
the xx,dream pop
the xx,indietronica
metric,alternative dance
metric,canadian indie
metric,canadian rock
metric,electropop
metric,indie pop
metric,indie rock
metric,indietronica
metric,metropopolis
metric,modern rock
metric,neo-synthpop
metric,new rave
miike snow,alternative dance
miike snow,electropop
miike snow,indie pop
miike snow,indie rock
miike snow,indietronica
miike snow,modern rock
miike snow,new rave
miike snow,shimmer pop
miike snow,swedish electropop
miike snow,swedish indie pop
miike snow,swedish synthpop
wale,dance pop
wale,gangster rap
wale,hip hop
wale,pop
wale,pop rap
wale,r&b
wale,rap
wale,southern hip hop
wale,trap
wale,urban contemporary
noah and the whale,stomp and holler
young money,dirty south rap
young money,gangster rap
young money,hip hop
young money,pop rap
young money,rap
young money,southern hip hop
young money,trap
jason walker,neo mellow
jason walker,pop rock
jason walker,viral pop
anarbor,modern rock
anarbor,neon pop punk
anarbor,pop emo
anarbor,pop punk
warpaint,alternative dance
warpaint,art pop
warpaint,chamber psych
warpaint,chillwave
warpaint,dream pop
warpaint,electronica
warpaint,indie rock
warpaint,la indie
warpaint,modern alternative rock
warpaint,modern dream pop
warpaint,modern rock
warpaint,new rave
schuyler fisk,acoustic pop
schuyler fisk,neo mellow
jeremih,chicago rap
jeremih,dance pop
jeremih,hip hop
jeremih,pop
jeremih,pop rap
jeremih,r&b
jeremih,southern hip hop
jeremih,trap
jeremih,urban contemporary
lily allen,dance pop
lily allen,pop
lmfao,dance pop
lmfao,pop rap
generationals,alternative dance
generationals,chillwave
generationals,indie pop
generationals,indie rock
generationals,indietronica
generationals,modern rock
generationals,new orleans indie
generationals,shimmer pop
generationals,stomp and holler
miley cyrus,dance pop
miley cyrus,pop
miley cyrus,post-teen pop
boys like girls,neo mellow
boys like girls,neon pop punk
boys like girls,pop punk
boys like girls,pop rock
boys like girls,post-teen pop
phantogram,chillwave
phantogram,electropop
phantogram,indie rock
phantogram,indietronica
phantogram,metropopolis
phantogram,modern alternative rock
phantogram,modern rock
drake,canadian hip hop
drake,canadian pop
drake,hip hop
drake,rap
drake,toronto rap
jay sean,dance pop
jay sean,pop
jay sean,pop rap
jay sean,post-teen pop
jay sean,urban contemporary
owl city,indietronica
owl city,modern rock
owl city,pop
owl city,pop rock
owl city,post-teen pop
adam lambert,dance pop
adam lambert,electropop
adam lambert,idol
adam lambert,post-teen pop
cage the elephant,modern alternative rock
cage the elephant,modern rock
cage the elephant,punk blues
cage the elephant,rock
real estate,art pop
real estate,chillwave
real estate,dreamo
real estate,freak folk
real estate,indie pop
real estate,indie rock
real estate,lo-fi
real estate,modern rock
real estate,new jersey indie
real estate,noise pop
bombay bicycle club,alternative dance
bombay bicycle club,british indie rock
bombay bicycle club,indie pop
bombay bicycle club,indie rock
bombay bicycle club,indietronica
bombay bicycle club,modern alternative rock
bombay bicycle club,modern rock
bombay bicycle club,new rave
bombay bicycle club,rock
beach house,baltimore indie
beach house,dream pop
beach house,dreamo
beach house,modern dream pop
nicki minaj,dance pop
nicki minaj,hip pop
nicki minaj,pop
nicki minaj,pop rap
nicki minaj,queens hip hop
black veil brides,alternative metal
black veil brides,modern rock
black veil brides,screamo
neon trees,modern alternative rock
neon trees,modern rock
neon trees,pop
neon trees,pop rock
neon trees,rock
gorilla zoe,atl hip hop
gorilla zoe,crunk
gorilla zoe,dirty south rap
gorilla zoe,futuristic swag
gorilla zoe,gangster rap
gorilla zoe,pop rap
gorilla zoe,rap
gorilla zoe,southern hip hop
gorilla zoe,trap
best coast,indie pop
best coast,indie rock
best coast,indie surf
best coast,la indie
best coast,metropopolis
beta radio,acoustic pop
beta radio,indie anthem-folk
beta radio,indie folk
beta radio,indiecoustica
beta radio,new americana
beta radio,stomp and flutter
beta radio,stomp and holler
lcd soundsystem,alternative dance
lcd soundsystem,alternative rock
lcd soundsystem,dance rock
lcd soundsystem,dance-punk
lcd soundsystem,electronic rock
lcd soundsystem,electronica
lcd soundsystem,indie pop
lcd soundsystem,indie rock
lcd soundsystem,indietronica
lcd soundsystem,modern rock
lcd soundsystem,new rave
lcd soundsystem,rock
the downtown fiction,alternative pop rock
the downtown fiction,neon pop punk
the downtown fiction,pixie
the downtown fiction,pop emo
the downtown fiction,pop punk
jamie foxx,hip hop
jamie foxx,hip pop
jamie foxx,neo soul
jamie foxx,pop rap
jamie foxx,r&b
jamie foxx,southern hip hop
jamie foxx,urban contemporary
kevin rudolf,dance pop
kevin rudolf,pop rap
passenger,folk-pop
passenger,neo mellow
passenger,pop
passenger,pop rock
will reagan,anthem worship
will reagan,ccm
will reagan,deep ccm
will reagan,indiecoustica
will reagan,world worship
will reagan,worship
ben rector,acoustic pop
ben rector,indiecoustica
ben rector,lds youth
ben rector,neo mellow
ben rector,piano rock
ben rector,pop rock
ellie goulding,dance pop
ellie goulding,edm
ellie goulding,electropop
ellie goulding,indietronica
ellie goulding,metropopolis
ellie goulding,pop
ellie goulding,uk pop
kesha,dance pop
kesha,electropop
kesha,pop
kesha,post-teen pop
sleeping with sirens,metalcore
sleeping with sirens,modern rock
sleeping with sirens,pop emo
sleeping with sirens,pop punk
sleeping with sirens,rock
sleeping with sirens,screamo
two door cinema club,alternative dance
two door cinema club,indietronica
two door cinema club,irish rock
two door cinema club,modern alternative rock
two door cinema club,modern rock
two door cinema club,northern irish indie
two door cinema club,rock
justin bieber,canadian pop
